対象年,都道府県,市区町村,警察署等コード,本票番号,事故内容,死者数,負傷者数,発生日時,発生年,発生月,発生日,発生時,発生分,曜日,祝日,昼夜,天候,地形,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,当事者A 種別,当事者B 種別,当事者A 用途,当事者B 用途,当事者A 車両形状,当事者B 車両形状,当事者A 年齢,当事者B 年齢,当事者A 人身損傷程度,当事者B 人身損傷程度,当事者A 一時停止規制標識,当事者B 一時停止規制標識,当事者A 速度規制,当事者B 速度規制,当事者A 車両損壊程度,当事者B 車両損壊程度,当事者A エアバッグ,当事者B エアバッグ,緯度,経度
2019,和歌山,和歌山市,104,0016,負傷,0,1,2019/01/08 17:25,2019,1,8,17,25,火,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,65～74歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2193728,135.1872306
2019,和歌山,和歌山市,104,0017,負傷,0,1,2019/01/08 17:34,2019,1,8,17,34,火,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,0～24歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,対象外当事者,34.2448458,135.2071361
2019,和歌山,和歌山市,104,0018,負傷,0,1,2019/01/04 08:10,2019,1,4,8,10,金,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,55～64歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2364486,135.1946567
2019,和歌山,和歌山市,104,0019,負傷,0,3,2019/01/07 08:10,2019,1,7,8,10,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,55～64歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,中破,小破,装備あり 作動,その他,34.2084361,135.2357453
2019,和歌山,和歌山市,104,0020,負傷,0,1,2019/01/02 17:00,2019,1,2,17,0,水,その他,昼－暮,晴,市街地－人口集中,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－5.5m以上,カーブ・屈折－右－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,65～74歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2528553,135.1871731
2019,和歌山,和歌山市,104,0021,負傷,0,1,2018/12/29 11:15,2018,12,29,11,15,土,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－3.5m以上,カーブ・屈折－右－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,貨物車－軽自動車,軽車両－自転車,自家用,対象外当事者,貨物車,対象外当事者,55～64歳,75歳以上,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,小破,その他,対象外当事者,34.24057,135.2828367
2019,和歌山,和歌山市,104,0022,負傷,0,1,2019/01/15 19:20,2019,1,15,19,20,火,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－路側帯,車両相互,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,0～24歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,装備あり 作動,その他,34.2287803,135.1926025
2019,和歌山,和歌山市,104,0023,負傷,0,1,2019/01/12 07:50,2019,1,12,7,50,土,その他,昼－明,曇,非市街地,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,35～44歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2554969,135.2361078
2019,和歌山,和歌山市,104,0024,負傷,0,1,2019/01/19 21:37,2019,1,19,21,37,土,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－3.5m未満,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,55～64歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,30㎞／ｈ以下,対象外当事者,小破,中破,その他,対象外当事者,34.2431261,135.19488
2019,和歌山,和歌山市,104,0025,負傷,0,1,2019/01/11 19:05,2019,1,11,19,5,金,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,人対車両,二輪車－一般原付自転車,歩行者,自家用,対象外当事者,対象外当事者,対象外当事者,65～74歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.232325,135.1832558
2019,和歌山,和歌山市,104,0026,負傷,0,1,2019/01/16 19:15,2019,1,16,19,15,水,その他,夜－夜,曇,市街地－人口集中,舗装－湿潤,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,損壊なし,小破,その他,その他,34.2397422,135.1852244
2019,和歌山,和歌山市,104,0027,負傷,0,1,2019/01/19 13:10,2019,1,19,13,10,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,45～54歳,損傷なし,損傷なし,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2613256,135.2105569
2019,和歌山,和歌山市,104,0028,負傷,0,1,2019/01/18 12:21,2019,1,18,12,21,金,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2149322,135.1970128
2019,和歌山,和歌山市,104,0029,負傷,0,1,2018/12/29 18:00,2018,12,29,18,0,土,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両単独,二輪車－一般原付自転車,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,65～74歳,不明,負傷,対象外当事者,規制なし,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,34.2314692,135.1830492
2019,和歌山,和歌山市,104,0030,負傷,0,1,2019/01/22 12:40,2019,1,22,12,40,火,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,25～34歳,25～34歳,負傷,損傷なし,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,34.2090486,135.2240594
2019,和歌山,和歌山市,104,0031,負傷,0,2,2019/01/05 12:35,2019,1,5,12,35,土,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,0～24歳,35～44歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,34.2296911,135.1986019
2019,和歌山,和歌山市,104,0032,負傷,0,1,2019/01/07 11:05,2019,1,7,11,5,月,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,75歳以上,75歳以上,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,中破,その他,対象外当事者,34.2672889,135.2405086
2019,和歌山,和歌山市,104,0033,負傷,0,1,2019/01/19 18:30,2019,1,19,18,30,土,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,装備あり 作動,その他,34.2142703,135.1809758
2019,和歌山,和歌山市,104,0034,負傷,0,1,2018/12/30 14:10,2018,12,30,14,10,日,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,人対車両,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,45～54歳,55～64歳,損傷なし,負傷,規制なし,対象外当事者,40㎞／ｈ以下,対象外当事者,小破,対象外当事者,その他,対象外当事者,34.2326931,135.1922819
2019,和歌山,和歌山市,104,0035,負傷,0,3,2019/01/19 18:00,2019,1,19,18,0,土,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,55～64歳,25～34歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2619947,135.2021122
2019,和歌山,和歌山市,104,0036,負傷,0,1,2019/01/17 00:15,2019,1,17,0,15,木,その他,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,事業用,自家用,乗用車,乗用車,65～74歳,65～74歳,損傷なし,損傷なし,規制なし,規制なし,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2376569,135.228365
2019,和歌山,和歌山市,104,0037,負傷,0,3,2019/01/06 08:40,2019,1,6,8,40,日,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,50㎞／ｈ以下,小破,小破,その他,その他,34.2360803,135.19352
